rule,period,accept_rate,rejected_n,rejected_mean20,n,signal_dates,symbols,sectors,mean20,median20,win20,pf20,mae20,mfe20,p10_20,p90_20,date_ci95,block20_ci95,symbol_ci95,sector_ci95,mc_mean,sector_rs63_pct_mean,sector_breadth80_mean,rsi_min_reset_mean
MC_GE35,DISCOVERY,0.4868505452212957,800,0.02163142563416227,759,419,580,20,0.02625981896016256,0.0071433017323011,0.52832674571805,1.5296117114903716,-0.1057167261435691,0.14612457834866463,-0.16025209102021756,0.19160822495312588,"(0.00855920288825928, 0.05132489383699659)","(0.011889344523910524, 0.05716704611450729)","(0.00858108429671591, 0.03587499247812453)","(0.0010675349486174968, 0.041233225753132347)",57.13433451236445,52.73386034255599,0.2191770541377023,26.63238870595856
MC_GE35,CONFIRM,0.31117397454031115,974,0.0320876617613704,440,272,380,20,0.03002343325681788,-0.00059438130020105,0.49772727272727274,1.5143221369555167,-0.12499472493701069,0.17585641951575884,-0.17760702700396577,0.23923897808851705,"(0.0004157084205750179, 0.07265412965600072)","(-0.0008836462770892884, 0.07078093528951163)","(0.005110144159078458, 0.04525426629466631)","(0.0023872490259594435, 0.05860729971277589)",56.36153371760045,44.56818181818182,0.20231244052913328,26.99039987843798
MC_GE50,DISCOVERY,0.3264913406029506,1050,0.026665572044341643,509,328,415,20,0.01814831522894789,0.0073333333333333,0.5343811394891945,1.357900204432377,-0.11189753526017567,0.13684214972493197,-0.16617170057242509,0.18532485291143697,"(0.0015321801573216888, 0.03690598399979303)","(0.004541210580058392, 0.048407311072733085)","(0.0008785951160520765, 0.030195328150064767)","(-0.015993007458507853, 0.040088185161668)",64.2346952960772,52.97642436149312,0.2198047560405101,26.51665228082098
MC_GE50,CONFIRM,0.2057991513437058,1123,0.03315249052303288,291,187,257,19,0.024857203887315184,-0.0087296479417535,0.48109965635738833,1.3850272887557546,-0.13295138115111033,0.18184071562385642,-0.1839025920317006,0.2144999732971192,"(-0.017778611815818298, 0.08395895846658293)","(-0.02624076648574591, 0.04029388732479278)","(-0.002643994959433023, 0.06977319813806551)","(0.004720220066072629, 0.07919676936780336)",63.4100354886451,45.9106529209622,0.2023651577434078,26.892144206293498
MC_GE65,DISCOVERY,0.14945477870429763,1326,0.027020374819199302,233,168,211,18,0.006040026128046906,0.0063800738007379,0.5321888412017167,1.1179505728935677,-0.1162867537875528,0.12346108881456182,-0.1675515711635006,0.1717177224464772,"(-0.020059347280802147, 0.029706468675832754)","(-0.026293443204420158, 0.036967724201615135)","(-0.013442005566562729, 0.02956668182270484)","(-0.01322879674485825, 0.029454049594285714)",71.01279993848014,53.15450643776824,0.21605949000332048,26.589987585972672
MC_GE65,CONFIRM,0.08062234794908062,1300,0.03230747466969033,114,82,109,17,0.02161382559629132,-0.00194524310599625,0.5,1.323118090126844,-0.14479395112708102,0.18658788407058166,-0.1964717518782051,0.2445881571228,"(-0.03259582215555916, 0.07836720108943405)","(-0.03408272776375064, 0.055520861705099664)","(-0.01865184168578595, 0.06677116718135735)","(0.002660679881459904, 0.16290312822409375)",72.44278262901872,52.01754385964912,0.22197151576398239,26.96208719302439
MC_GE20_UP1,DISCOVERY,0.32456703014753047,1053,0.023302787542884756,506,257,429,20,0.025095865247896358,0.0078382101609295,0.541501976284585,1.4652649098575632,-0.11050516903677546,0.14958765412841124,-0.16326060097762196,0.19640865911212285,"(0.008483196289292201, 0.05306362376093455)","(-0.0019829808146579926, 0.058397667261616173)","(0.0004220641790832484, 0.04419623016768922)","(-0.014645707841717582, 0.043973838595087016)",54.23559185807328,51.56126482213439,0.2202570414567772,26.66709774167928
MC_GE20_UP1,CONFIRM,0.3147100424328147,969,0.028831379773409833,445,211,400,20,0.037137272332900026,0.0180396105780448,0.5393258426966292,1.7163883975346232,-0.11254222052092167,0.17300549010212976,-0.1641754909652705,0.22808569327095465,"(-0.0004456648039872174, 0.08480483473254391)","(0.005254089029099452, 0.06544832347330068)","(0.010518901620460869, 0.04632595435492709)","(0.004712730371040384, 0.047287231924492176)",46.531790289563226,45.13483146067416,0.19912753593496635,26.945574265351897
MC_GE35_UP1,DISCOVERY,0.2873636946760744,1111,0.021187985568874714,448,235,381,20,0.030572524846145976,0.0076517094584860005,0.5379464285714286,1.6238470385828694,-0.10533404959626817,0.1519334234675594,-0.15530973931802605,0.19469559170645684,"(0.009457204373161863, 0.05536927733653012)","(0.005885211893346893, 0.062118807093387296)","(0.007611673524266463, 0.05249189085784444)","(-0.0037956699675771016, 0.06031530917444683)",57.62943576976796,51.707589285714285,0.220494903610109,26.685043952029613
MC_GE35_UP1,CONFIRM,0.2050919377652051,1124,0.032003934916304884,290,165,264,20,0.029280242560855003,-0.00403054876239705,0.49310344827586206,1.4957145683086965,-0.12460496643761543,0.17103780663429347,-0.1703018625066129,0.22754560870569773,"(-0.01264006626911651, 0.09412049082198962)","(-0.01271972852769006, 0.058614736468349415)","(-0.002020145507794782, 0.04882788004673197)","(0.0004633474453038744, 0.048445517956834744)",56.871991412266325,44.86206896551724,0.20119459015453164,26.85785384157431
SECTOR_RS63_PCT_GE50,DISCOVERY,0.5856318152661962,646,0.02417916693790303,913,386,728,20,0.02367645263549599,0.0135511876544197,0.5432639649507119,1.4099737112341901,-0.13712930687379454,0.14496405956461952,-0.20176473285928617,0.21352847614817075,"(0.005487690817783556, 0.05095279564919594)","(0.011545175628060216, 0.08352195774257948)","(0.010258610609468885, 0.03948577616080185)","(0.0007039454148740714, 0.045863176755218754)",33.08650268080998,74.46878422782038,0.2647413055605311,26.45132822411271
SECTOR_RS63_PCT_GE50,CONFIRM,0.47736916548797736,739,0.03311948505004182,675,289,575,20,0.02961243516532406,0.0110644054152296,0.5407407407407407,1.6864174464383108,-0.100664849260977,0.1415471158343255,-0.13616264988601728,0.19907464945600237,"(0.00500597071147328, 0.06735901991057748)","(0.006287206741276102, 0.06073051432858176)","(0.010233949335569507, 0.033920030627223596)","(0.011409464673590478, 0.045797705934375606)",26.741329938841357,73.05925925925926,0.25280625234363596,26.972373443199075
SECTOR_RS63_PCT_GE60,DISCOVERY,0.490699166132136,794,0.021518533340798736,765,332,628,20,0.026340689706534658,0.0112849414714631,0.5359477124183006,1.4506564459180311,-0.13615498581381918,0.15017331174280094,-0.2007916120947743,0.22438635705614682,"(0.00874798954029905, 0.05985028980112863)","(0.007696304524561249, 0.08378846431625873)","(0.011985171608118482, 0.046249713573841444)","(-0.00021178264411410243, 0.055149941708225424)",33.45296652467518,78.73856209150327,0.27935242458633813,26.51031321777482
SECTOR_RS63_PCT_GE60,CONFIRM,0.3797736916548798,877,0.0285379546560883,537,251,468,20,0.03619349526105252,0.0144881842645153,0.5493482309124768,1.9166601955801736,-0.09660297186495777,0.1440595547880518,-0.12607359712876723,0.20118076294353682,"(0.006558588499646363, 0.07605421491536687)","(5.074554635761775e-05, 0.06221334494288922)","(0.013749853233914259, 0.03959206759763381)","(0.011365062681808256, 0.048363687148420015)",27.15829159681269,78.26815642458101,0.26936055815959364,27.0205778304752
SECTOR_RS63_PCT_GE70,DISCOVERY,0.3598460551635664,998,0.023364267222183637,561,276,485,20,0.02481070304875925,0.0061135029858739,0.5222816399286988,1.4069774853657429,-0.13595910705110043,0.1514369444747112,-0.2019559036564739,0.2160945110546533,"(0.0016418394200350547, 0.0628487252027726)","(0.006015357970734462, 0.10881450595166725)","(0.006172516874874279, 0.05098346831846082)","(-0.014517466950972188, 0.07051049462836967)",34.277406180626976,84.66131907308377,0.30316333669283557,26.57374486689345
SECTOR_RS63_PCT_GE70,CONFIRM,0.2814710042432815,1016,0.029501799775525108,398,199,354,20,0.03640669501668626,0.0110895407380918,0.5376884422110553,1.9499342166629123,-0.09767747343696977,0.14129903177454137,-0.11815411556425882,0.19767368597245824,"(0.0010965211977354873, 0.08116711383926206)","(-0.011640470429936392, 0.05565425510371528)","(0.011139046661421017, 0.04059436572306973)","(-0.001145765360894104, 0.04446964400627956)",26.48374449167755,83.88190954773869,0.29570812923518613,26.986523432729058
SECTOR_RS63_PCT_GE80,DISCOVERY,0.2617062219371392,1151,0.024878396161214317,408,210,373,20,0.02108163999150865,0.0027755711257397503,0.5147058823529411,1.3460598049205277,-0.13403794287831816,0.15010302871666456,-0.21004102413973966,0.23065137519539194,"(-0.006988380033467121, 0.0683687784479294)","(0.003646564759118441, 0.10940922065262036)","(0.000287461183693199, 0.04863586449379457)","(-0.023505786129594586, 0.028491654516131924)",33.67862460895225,89.33823529411765,0.3240781150186463,26.65306749828186
SECTOR_RS63_PCT_GE80,CONFIRM,0.19731258840169733,1135,0.0317235765882905,279,152,254,20,0.030313382655429832,0.0231475324608577,0.5591397849462365,1.7684397040575335,-0.09841081455355762,0.1397835574212989,-0.12240598571694554,0.201621809143327,"(-0.00564282201191951, 0.039438994268408294)","(-0.013764771517467755, 0.04295834020438315)","(0.009556284991511036, 0.04550215136095837)","(-0.019644184686855942, 0.034603922756042585)",27.944885477790695,88.81720430107526,0.32263878662847484,27.037440763119694
C1_SEC70_MC20,DISCOVERY,0.21359846055163567,1226,0.02393913465726776,333,222,297,20,0.023684576601450236,0.0001633827686867,0.5015015015015015,1.3998917485097335,-0.11547614728098725,0.15084136813389784,-0.18958192023634404,0.19233452701102,"(-0.003824770827470995, 0.06792590142917905)","(-0.007078639134364762, 0.10771063814779207)","(-0.004643751060101363, 0.06497305313243551)","(-0.020804068998679957, 0.06589721900051669)",52.07829719564381,85.25525525525525,0.301019911540255,26.831787796203184
C1_SEC70_MC20,CONFIRM,0.12871287128712872,1232,0.03177158689855006,182,141,165,18,0.02923680290967564,-0.0093595176075921,0.45604395604395603,1.5559628785305488,-0.11996898902799244,0.16844933140071264,-0.16173386996821362,0.2115117501843247,"(-0.007920929105091424, 0.10597378658307247)","(-0.021754502046646872, 0.05316558944873444)","(-0.01176332322618709, 0.04377412697490109)","(-0.008871523204064605, 0.06451814811265778)",46.583648773501785,84.50549450549451,0.2984014738121065,27.1533986934499
C2_SEC70_MC35,DISCOVERY,0.17511225144323284,1286,0.024094394028656953,273,191,245,20,0.022897261455092913,-0.0061724226759203,0.4835164835164835,1.3806047069526186,-0.11755474783717472,0.15399197067443904,-0.1985065347033771,0.1893098167742646,"(-0.004465066200246974, 0.07574904324335803)","(0.0022735616973032276, 0.12238482898353062)","(-0.007548716722520953, 0.07045100450585651)","(-0.014854380934607461, 0.07389999894942889)",57.542752987717165,84.96336996336996,0.3018162179466729,26.672009213660818
C2_SEC70_MC35,CONFIRM,0.07637906647807638,1306,0.03139467779668588,108,93,101,17,0.0320578146861378,-0.020297363575011503,0.4351851851851852,1.5566037406547493,-0.1305188338078837,0.1770298692906477,-0.16744750050659749,0.19496930384905695,"(-0.02335954988452519, 0.14425518153188427)","(-0.04257740058231492, 0.048222608138686444)","(-0.026203849314764154, 0.06890384533808487)","(-0.02340974868363757, 0.08742616380856032)",59.29070261610694,85.74074074074075,0.3012374496258879,27.128766099832816
C3_RSI25_SEC70_MC20,DISCOVERY,0.036561898652982684,1502,0.024947943013357912,57,52,56,15,-0.004131005402988896,0.0153515431688459,0.5789473684210527,0.9486188953925924,-0.14886693657398367,0.13692052660212428,-0.2548167689256727,0.21714182189685166,"(-0.059391479964569255, 0.048254893750659576)","(-0.06744990948490177, 0.05347294271751633)","(-0.05536522086246726, 0.057538196948306454)","(-0.06646044107857267, 0.04719048621714928)",56.2361946510441,86.49122807017544,0.3158014628159289,20.904794156463847
C3_RSI25_SEC70_MC20,CONFIRM,0.02333804809052334,1381,0.032360586155888056,33,30,33,10,-0.006856857354750388,-0.0222766086963461,0.45454545454545453,0.8745239597624682,-0.12776137123983836,0.13106891882737734,-0.1586878013616306,0.15003879006530038,"(-0.0405448980912391, 0.04801804203030471)","(-0.046503909579224144, 0.048860161853251115)","(-0.047918509422376986, 0.035578542066542346)","(-0.030466240735665305, 0.07112215671247733)",48.59181522834569,83.78787878787878,0.29423942730089797,22.531849464476945
C4_RSI25_SEC70_MC35,DISCOVERY,0.03143040410519564,1510,0.02511523472912465,49,46,48,14,-0.014033904956836808,0.0153515431688459,0.5918367346938775,0.836735013593782,-0.15448734892004296,0.12852570402413196,-0.26307312785744913,0.20448696832072372,"(-0.0746383339079065, 0.04460187367079986)","(-0.069799234635537, 0.06139748246673512)","(-0.07245277558701237, 0.05104510802039027)","(-0.08093713176594144, 0.04955518079062071)",60.89595588505699,86.0204081632653,0.31633333508380657,20.562358641255322
C4_RSI25_SEC70_MC35,CONFIRM,0.015558698727015558,1392,0.032533221407770284,22,20,22,6,-0.03738868232007244,-0.0576414929781123,0.3181818181818182,0.45265077070837306,-0.14114352591139323,0.12418878372230081,-0.1639745460051417,0.08163308267392086,"(-0.07864963756363258, 0.021932714818951603)","(-0.08345603038484903, 0.013397961403291801)","(-0.07998396291592084, 0.009468834414404938)","(-0.12207052580625381, -0.01081041964910442)",59.068680642973185,83.63636363636364,0.28728074169512496,22.48647771767866
C5_SEC80_MC20,DISCOVERY,0.15522771007055805,1317,0.025434823804572276,242,170,223,20,0.015449091518477351,-0.001,0.49173553719008267,1.2615212690555213,-0.11471274896011478,0.1456752813863825,-0.19231960944440113,0.18457460128017653,"(-0.007661732428185379, 0.08317212622891816)","(-0.005921163102104199, 0.10897779085724503)","(-0.01250831024501237, 0.05629844796610601)","(-0.016173378699166494, 0.028483051910077377)",51.59464051319801,90.08264462809917,0.321757854296651,26.88120611808305
C5_SEC80_MC20,CONFIRM,0.09759547383309759,1276,0.03352557581804557,138,107,129,16,0.01221056844020646,-0.0048628180671702,0.47101449275362317,1.232054594341996,-0.11989643847894864,0.15472438331400296,-0.16744750050659749,0.21730192603018517,"(-0.014367418937756329, 0.04414219836375488)","(-0.01588017209210187, 0.044561175036338475)","(-0.015834890981059665, 0.03791402101769096)","(-0.028814207730056034, 0.050873016329211596)",47.23231598304205,88.40579710144928,0.3170894115813177,27.40522025308095
C6_SEC70_MC20_UP1,DISCOVERY,0.11610006414368185,1378,0.024266150302509025,181,118,171,20,0.020981149067600943,-0.001,0.4861878453038674,1.3317572194816079,-0.11567884290154004,0.15302030221842072,-0.1948192591175154,0.1845916730396622,"(-0.00816724691960431, 0.06942486925529216)","(-0.010855091001488666, 0.10288083156349175)","(-0.018823499988728776, 0.07083218565716944)","(-0.040673643691023706, 0.08159735751608627)",53.545804666133996,86.10497237569061,0.31056404481126865,26.682021216251453
C6_SEC70_MC20_UP1,CONFIRM,0.07637906647807638,1306,0.02946572748427756,108,80,100,17,0.05538382494544584,0.00640696725658145,0.5092592592592593,2.2590388171351936,-0.10191491657814096,0.17685341002964847,-0.13637614000315773,0.21664057098030476,"(0.0002629170399428909, 0.17503531003317455)","(-0.006483186946774812, 0.0813012067983214)","(-0.0036073268786660116, 0.06754029483609339)","(-0.005624604460474747, 0.089272180321511)",49.12539163118086,84.53703703703704,0.2836271718612648,27.14246637814842
C7_SEC70_MC20_NQ_BULL,DISCOVERY,0.10455420141116101,1396,0.025128979332972097,163,130,151,20,0.013228760424933511,0.0143098476411808,0.5521472392638037,1.2526235735567994,-0.11824311599844602,0.1274064708892847,-0.18641478310036377,0.1813451858286701,"(-0.01634060774239833, 0.0449352379205546)","(-0.018210928231206007, 0.04413302482079881)","(-0.016531750658033376, 0.03386283449161258)","(-0.018835211919840958, 0.07348138400027734)",62.086268977119396,84.87730061349693,0.30670054449287193,26.628154130641136
C7_SEC70_MC20_NQ_BULL,CONFIRM,0.06294200848656294,1325,0.030290967264970315,89,78,86,17,0.048631028792010984,-0.0087296479417535,0.449438202247191,2.0103535206325724,-0.11624003053267487,0.1804477870927176,-0.1394795587443846,0.18143794302613186,"(-0.016010190270738543, 0.1734196991350735)","(-0.04697166625126082, 0.06371186204747141)","(-0.018162764473393083, 0.15264340416161862)","(-0.02711439147161803, 0.06875619863886016)",54.092459999417414,86.06741573033707,0.2971947828976925,27.02711606641603
MC_LT50,DISCOVERY,0.6735086593970494,509,0.01814831522894789,1050,221,844,20,0.026665572044341643,0.01873697466629415,0.5552380952380952,1.4567284845769934,-0.13856397765829356,0.14775516728413776,-0.19428273261781231,0.22526270922902383,"(0.008120741572368, 0.07265730593715229)","(0.01654848523717909, 0.08830236702795424)","(0.007347120228723878, 0.036222676311137396)","(-0.004839770501980866, 0.031379333635668256)",20.179332981259673,54.87619047619047,0.2202060425763183,26.27696796042985
MC_LT50,CONFIRM,0.7942008486562943,291,0.024857203887315184,1123,288,918,20,0.03315249052303288,0.0173454748121409,0.5627782724844167,1.77480734374126,-0.10172059371942287,0.15051596076748597,-0.15152924200851123,0.22680343586114735,"(0.015599635351942854, 0.0466798317374793)","(0.005874704225533029, 0.07326857669086212)","(0.022738030756458767, 0.04162840531286844)","(0.02643860511476286, 0.049430848014527004)",19.47425144633717,47.22172751558326,0.20508866921199112,26.965225259750174
MC_20_50,DISCOVERY,0.2738935214881334,1132,0.019700917517621052,427,145,378,20,0.03497635706825804,0.0126364271683442,0.550351288056206,1.6718636243943996,-0.10305139480239658,0.1518558600672489,-0.15743002355904004,0.20962376009598271,"(0.00990775352793604, 0.10245433376985988)","(-0.0006244726566713967, 0.0845889598294867)","(0.009872131187046072, 0.05804349231319198)","(-0.00788465590124762, 0.04255564650521398)",36.378201184020504,52.002341920374704,0.2170277045215632,26.876002119375542
MC_20_50,CONFIRM,0.3132956152758133,971,0.030159008512885586,443,181,398,20,0.034264776348900065,0.0124486097486465,0.5395033860045146,1.7695743121881804,-0.10275161348910589,0.16328153481249558,-0.1499248202617387,0.22250944830219466,"(0.012876211192854503, 0.05835816503778571)","(-0.005326934671008315, 0.06473156256290291)","(0.017548015235329176, 0.04873592281887745)","(-0.007774612448445544, 0.032772979516928466)",32.43160260352016,44.01805869074492,0.20294291690685917,27.126787574414184
MC_20_35,DISCOVERY,0.11353431686978832,1382,0.023874926750489092,177,54,172,19,0.023961549880888524,0.0289932265436548,0.5988700564971752,1.4075836031633993,-0.11706099370103842,0.1332573530625379,-0.1622784260586069,0.2278513090623452,"(-0.018528308406479, 0.057363159165053225)","(-0.013369312245604793, 0.0710713813719206)","(-0.008923942051694798, 0.05215162905915053)","(-0.04223267304880758, 0.03960504023088923)",27.48018031861826,51.666666666666664,0.21579698624187058,26.88726490445585
MC_20_35,CONFIRM,0.2079207920792079,1120,0.03148326925696702,294,96,272,18,0.031300787825753684,0.0169835977715421,0.54421768707483,1.7174702586349082,-0.09935420992640241,0.162831780889605,-0.14105344731243266,0.21185620569339894,"(0.0012387578802860544, 0.03973189115096913)","(-0.00646553613579203, 0.037748764842454936)","(0.012330510035047643, 0.04782425413034254)","(-0.009456121210415995, 0.03783494860418652)",27.28042668303046,45.06802721088435,0.20331462333418926,27.098656166612855
MC_35_50,DISCOVERY,0.1603592046183451,1309,0.020277030526252328,250,91,231,20,0.042774840556915654,0.00439275274673275,0.516,1.9044555403250645,-0.09313259878215817,0.16502360302658434,-0.14697824484916966,0.1930193206680364,"(0.00919236927071174, 0.15195190439335415)","(0.008300576757566503, 0.10425689802484443)","(0.009662021672179806, 0.09263764692979215)","(0.0033104872241383346, 0.07481784585938918)",42.677999956725294,52.24,0.2178990530635856,26.868028067538685
MC_35_50,CONFIRM,0.10537482319660538,1265,0.030424370661488925,149,85,144,20,0.04011318323349764,0.0083777165084689,0.5302013422818792,1.8664564091876714,-0.10945521514974228,0.16416896872746084,-0.16588584459378272,0.251584532308266,"(0.011280528503743857, 0.09176382490899303)","(-0.014422583802345344, 0.09126132470422003)","(0.0070183046360896666, 0.07043178660672125)","(-0.020976283736260672, 0.038125299801482535)",42.59566784260722,41.946308724832214,0.20220948274823472,27.182295184438278
MC_20_50_SEC50,DISCOVERY,0.14881334188582424,1327,0.01941644231100746,232,102,218,19,0.04944277651459614,0.015421129006951948,0.5387931034482759,1.9530557979542833,-0.0997790704220739,0.17297616092552964,-0.1585525099854416,0.2404315694897452,"(0.014554093525657189, 0.14915129245745232)","(-0.003821745615471, 0.13188101481202066)","(0.01374466456747967, 0.08673060983247054)","(-0.05168934020569216, 0.07724189692049707)",36.262695459429096,75.19396551724138,0.2645339501376159,27.161235606648162
MC_20_50_SEC50,CONFIRM,0.13861386138613863,1218,0.03093821663783529,196,111,182,19,0.03459665981475134,0.014786473853892049,0.5561224489795918,1.790724116863052,-0.09606482858519018,0.15941159785691125,-0.147211584592078,0.21268802698781014,"(-0.001753766324778315, 0.053102518242014375)","(-0.006649584262393719, 0.06450538234317395)","(0.006282367614204504, 0.05089522156057005)","(-0.0022476344817125996, 0.060686643742361546)",31.900767705738694,71.30102040816327,0.2486536937779579,27.25880050556674
MC_20_50_SEC60,DISCOVERY,0.12572161642078256,1363,0.020601964891418606,196,91,187,19,0.04671359668923288,0.0055536847177747005,0.5255102040816326,1.8753526576314317,-0.10076445566943829,0.17610317534505657,-0.16111197878375627,0.2008002385273558,"(0.010233001488120345, 0.14785110727020653)","(-0.008944469408149934, 0.12888664770679567)","(0.004152624488052781, 0.10421668049292024)","(-0.047699279510165025, 0.1404200153270816)",36.68957290256773,79.31122448979592,0.2763194180249394,27.2945641920318
MC_20_50_SEC60,CONFIRM,0.11244695898161244,1255,0.029847081190712055,159,96,153,19,0.04406041694484911,0.0213635618237119,0.5660377358490566,2.2718675742991294,-0.08666266757669423,0.16122789344899874,-0.10840405932103182,0.21247977312933128,"(0.0016891830667694497, 0.05438348822480759)","(-0.0097660995277893, 0.06107747077502891)","(0.017832688210325073, 0.06470810386726784)","(0.0017456123867507288, 0.06220717441486451)",31.210739049781147,75.75471698113208,0.26354735401384616,27.284493194943146
MC_20_50_SEC70,DISCOVERY,0.09236690186016677,1415,0.020551840224075947,144,75,138,19,0.05663534153490098,0.00286628131194625,0.5138888888888888,2.0577329871003753,-0.09867455322526737,0.19038438567069876,-0.153667767038865,0.20281924537714652,"(0.006670365649085666, 0.1771022548001104)","(-0.017008519944378506, 0.19454294488908216)","(8.809137617534034e-05, 0.12728174695785144)","(-0.05317060405054764, 0.18567361875189412)",36.22823869697783,85.3125,0.29394354174157716,27.458802195046374
MC_20_50_SEC70,CONFIRM,0.07213578500707214,1312,0.03201727777845132,102,72,98,16,0.024088477874965743,-0.00382925508505295,0.4803921568627451,1.5625771936926869,-0.10299756940327075,0.14720934389019577,-0.13485310451970933,0.21011956737085274,"(-0.0037387029181345254, 0.059501845745467345)","(-0.01637171962625749, 0.0593195891346848)","(-0.0074927984656212076, 0.05501219386344271)","(0.015150081121217615, 0.0803933969427718)",31.861740446341695,83.43137254901961,0.30221329964378163,27.109690799828726
