シンボル,名称,価格,"価格変動 %, 1日","出来高, 1日",時価総額,セクター,業種,取引所,証券種別,証券サブタイプ,売上高TTM
CPK,Chesapeake Utilities Corporation,132.3,-0.9285607308671414,144088,3189283816.4871955,Utilities,Gas Distributors,NYSE,stock,common,930000000
BKU,"BankUnited, Inc.",44.74,-1.8859649122807003,894013,3186930597.1486835,Finance,Major Banks,NYSE,stock,common,1899020000
AAUC,Allied Gold Corporation,22.81,-3.183361629881155,341824,3178525289.794675,Non-Energy Minerals,Precious Metals,NYSE,stock,common,1355138289.892183
DHT,"DHT Holdings, Inc.",19.69,0.45918367346938704,2436751,3174728640.5214286,Transportation,Marine Shipping,NYSE,stock,common,497197000
AGYS,"Agilysys, Inc.",112.49,-3.3674082982561653,119308,3172869153.8875527,Technology Services,Packaged Software,NASDAQ,stock,common,319312000
LFTO,"Liftoff Mobile, Inc.",18.73,0.8073196986006574,815199,3171579501.052745,Technology Services,Packaged Software,NASDAQ,stock,common,685744000
BSM,Black Stone Minerals LP,14.9,0.13440860215053477,133716,3169387536.4583335,Miscellaneous,Investment Trusts/Mutual Funds,NYSE,stock,common,422328000
ATKR,Atkore Inc,93.63,-0.06404098623119038,1211544,3162124171.7979507,Producer Manufacturing,Electrical Products,NYSE,stock,common,2850378000
DX,"Dynex Capital, Inc.",12.74,-1.1636927851047352,4877786,3161646592.625291,Finance,Real Estate Investment Trusts,NYSE,stock,common,533520999.99999994
DAN,Dana Incorporated,29.37,-2.0346897931954615,1340992,3159527132.3535695,Producer Manufacturing,Auto Parts: OEM,NYSE,stock,common,7500000000
AVA,Avista Corporation,37.64,1.291711517761044,676160,3152456527.4800863,Utilities,Electric Utilities,NYSE,stock,common,1964000000
CWK,Cushman & Wakefield Ltd.,13.39,-0.74128984432913,2179505,3142816380.467013,Finance,Real Estate Development,NYSE,stock,common,10288200000
ATRO,Astronics Corporation,72.99,-0.9230351567802454,816636,3133829876.62332,Electronic Technology,Aerospace & Defense,NASDAQ,stock,common,862128000
CLBK,Columbia Financial Inc,11.5,-1.032702237521508,3040187,3099769028.055078,Finance,Savings Banks,NASDAQ,stock,common,507147000
CARG,"CarGurus, Inc. Class A",34.77,-2.49579360628153,756308,3097084916.370724,Technology Services,Internet Software/Services,NASDAQ,stock,common,906980000
FG,F&G Annuities & Life Inc,23.64,-0.6722689075630258,474659,3095308292.884034,Finance,Multi-Line Insurance,NYSE,stock,common,5787000000
TGB,Trekor Metals Limited,8.44,-6.637168141592917,3788268,3089236885.1751585,Non-Energy Minerals,Other Metals/Minerals,AMEX,stock,common,490200937.59999996
CLDX,"Celldex Therapeutics, Inc.",39.24,-0.9841029523088582,542481,3081498973.1536717,Health Technology,Biotechnology,NASDAQ,stock,common,1545000
CWT,California Water Service Group,49.74,-0.4602761656994134,472558,3075876903.677807,Utilities,Water Utilities,NYSE,stock,common,1000140000
IMNM,"Immunome, Inc.",27.065,-1.258664720904775,700167,3073978514.1824155,Health Technology,Biotechnology,NASDAQ,stock,common,6941000
TNET,"TriNet Group, Inc.",66.94,-4.765969554701961,674221,3072863294.0762553,Commercial Services,Miscellaneous Commercial Services,NYSE,stock,common,5010000000
FHB,"First Hawaiian, Inc.",25.25,-1.4057008980866825,2000665,3072436069.8848104,Finance,Regional Banks,NASDAQ,stock,common,1173543000
PK,"Park Hotels & Resorts, Inc.",15.22,-0.5228758169934644,6139991,3064369468.1503267,Finance,Real Estate Investment Trusts,NYSE,stock,common,2541000000
TNK,Teekay Tankers Ltd Class A,88.3,-1.4948683623382455,471136,3062253894.8404727,Transportation,Marine Shipping,NYSE,stock,common,951797000
SDRL,Seadrill Limited,49.13,0.8415435139573147,527800,3060951783.005747,Industrial Services,Contract Drilling,NYSE,stock,common,1437000000
CSQR,"Csquare, Inc.",18.35,-5.461102524471915,1165353,3057733645.690366,Technology Services,Data Processing Services,NYSE,stock,common,986980000
MZTI,Marzetti Company,111.83,-0.7279183311140767,542242,3051952612.3958273,Consumer Non-Durables,Food: Specialty/Candy,NASDAQ,stock,common,1929823000
GRBK,"Green Brick Partners, Inc.",70.93,-1.7862088064248023,641751,3050748747.6974525,Consumer Durables,Homebuilding,NYSE,stock,common,2039994000
BHF,"Brighthouse Financial, Inc.",52.99,-0.05658242172765208,776951,3047537715.1146736,Finance,Life/Health Insurance,NASDAQ,stock,common,6766000000
SOUN,"SoundHound AI, Inc Class A",6.85,-4.3296089385474925,26406216,3042152341.431564,Technology Services,Packaged Software,NASDAQ,stock,common,168920000
EXK,Endeavour Silver Corp.,10.24,-4.388422035480865,7926962,3032519453.1340065,Non-Energy Minerals,Precious Metals,NYSE,stock,common,468459547.7077766
SHOO,"Steven Madden, Ltd.",41.44,-4.029643353404358,929786,3032458776.39648,Consumer Non-Durables,Apparel/Footwear,NASDAQ,stock,common,2534109000
DBRG,"DigitalBridge Group, Inc. Class A",15.91,0,5691992,3027358463.0000005,Finance,Investment Managers,NYSE,stock,common,470133000
AMBP,Ardagh Metal Packaging S.A,5.06,-0.39370078740158393,1066969,3024393826.2047243,Process Industries,Containers/Packaging,NYSE,stock,common,5497000000
XNDU,Xanadu Quantum Technologies Limited Class B,9.93,-7.71375464684015,1953395,3022625545.597584,Electronic Technology,Computer Processing Hardware,NASDAQ,stock,common,0
IRON,"Disc Medicine, Inc.",78.67,0.025429116338202187,549433,3020365186.917991,Health Technology,Biotechnology,NASDAQ,stock,common,0
KYIV,Kyivstar Group Ltd.,13.08,-2.4608501118568236,862935,3019696275.230425,Finance,Financial Conglomerates,NASDAQ,stock,common,1157000000
MMS,"MAXIMUS, Inc.",57.64,-0.2250302925393847,524046,3017901389.9664183,Commercial Services,Miscellaneous Commercial Services,NYSE,stock,common,5431276000
PFS,"Provident Financial Services, Inc.",23,-1.7094017094017033,814764,2999720272.777778,Finance,Savings Banks,NYSE,stock,common,1382788000
BEAM,"Beam Therapeutics, Inc.",29.02,-1.3931362555215772,888147,2997408107.374108,Health Technology,Biotechnology,NASDAQ,stock,common,139743000
WRBY,"Warby Parker, Inc. Class A",24.19,-1.666666666666667,2001234,2990078718.683333,Retail Trade,Specialty Stores,NYSE,stock,common,871905000
WING,"Wingstop, Inc.",109.6,0.10960906101570181,1377302,2985783141.6295214,Consumer Services,Restaurants,NASDAQ,stock,common,696853000
SPSC,"SPS Commerce, Inc.",82.93,-2.8922716627634646,396632,2985494605.973419,Technology Services,Packaged Software,NASDAQ,stock,common,751505000
ARQT,Arcutis Biotherapeutics Inc,23.75,-0.9178139340842674,1101728,2985184039.8936176,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,376072000
NAMS,NewAmsterdam Pharma Company N.V.,24.92,-1.6574585635359043,714352,2978866304.132597,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,22503000
AMBA,"Ambarella, Inc.",67.83,-2.234073219948108,1251199,2975578743.841885,Electronic Technology,Semiconductors,NASDAQ,stock,common,390702000
TR,"Tootsie Roll Industries, Inc.",40.31,-1.346059716103762,145778,2967566308.5966716,Consumer Non-Durables,Food: Specialty/Candy,NYSE,stock,common,732524000
FIZZ,National Beverage Corp.,31.69,0.1896933291179332,340791,2966567328.772368,Consumer Non-Durables,Beverages: Non-Alcoholic,NASDAQ,stock,common,1180552000
ARCB,ArcBest Corporation,132.72,-3.8051750380517504,240329,2966471555.3363776,Transportation,Trucking,NASDAQ,stock,common,4010158000
BOH,Bank of Hawaii Corp,75.18,-0.9877518767285657,270499,2965880608.622679,Finance,Regional Banks,NYSE,stock,common,1068525000.0000001
FRMI,Fermi Inc.,4.63,-6.841046277665994,16367584,2965363687.501006,Finance,Real Estate Development,NASDAQ,stock,common,0
AMR,"Alpha Metallurgical Resources, Inc.",233.41,-0.9715740347899839,345782,2959415790.9555793,Energy Minerals,Coal,NYSE,stock,common,2129481000.0000002
CLBT,Cellebrite DI Ltd.,11.85,-1.250000000000003,1772152,2955861859.1000004,Technology Services,Packaged Software,NASDAQ,stock,common,475675000
CBZ,"CBIZ, Inc.",54.41,-0.14681592952836373,1549114,2952497685.636997,Commercial Services,Miscellaneous Commercial Services,NYSE,stock,common,2757991000
OPEN,Opendoor Technologies Inc,3.04,-5.000000000000004,29572584,2952116880.35,Finance,Real Estate Development,NASDAQ,stock,common,4371000000
UCTT,"Ultra Clean Holdings, Inc.",65.11,-4.01002506265664,697309,2947987315.887218,Producer Manufacturing,Industrial Machinery,NASDAQ,stock,common,2054000000
PPTA,Perpetua Resources Corp.,23.5,-5.7738572574178075,1168456,2939751416.840417,Non-Energy Minerals,Precious Metals,NASDAQ,stock,common,0
AVAH,Aveanna Healthcare Holdings Inc,13.46,0.29806259314456723,2053517,2938192568.2459016,Health Services,Medical/Nursing Services,NASDAQ,stock,common,2433199000
MBX,"MBX Biosciences, Inc.",60.93,-1.0876623376623404,416085,2934394761.4465904,Health Technology,Biotechnology,NASDAQ,stock,common,0
KN,Knowles Corp.,34.33,0.43885313048565994,798308,2932136713.8712697,Electronic Technology,Electronic Components,NYSE,stock,common,593200000
YETI,"YETI Holdings, Inc.",40.16,-2.168087697929356,1507134,2931230155.1707673,Producer Manufacturing,Miscellaneous Manufacturing,NYSE,stock,common,1868494000
MGEE,"MGE Energy, Inc.",77.45,-0.3089200669326746,125002,2926371808.873729,Utilities,Electric Utilities,NASDAQ,stock,common,743654000
REZI,"Resideo Technologies, Inc.",19.24,-0.6198347107438068,2405679,2921543713.6363635,Distribution Services,Electronics Distributors,NYSE,stock,common,7472000000
PLUG,Plug Power Inc.,2.09,-3.240740740740754,46617325,2920138063.7916665,Electronic Technology,Electronic Production Equipment,NASDAQ,stock,common,709919000
ALMS,Alumis Inc.,9.47,-56.579550664832645,28348743,2911529144,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,24050000
COLM,Columbia Sportswear Company,56.81,-1.0278745644599239,597014,2908285504.9426827,Consumer Non-Durables,Apparel/Footwear,NASDAQ,stock,common,3397019000
DNN,Denison Mines Corp.,3.2,-5.604719764011798,22905888,2896691625.3078556,Non-Energy Minerals,Other Metals/Minerals,AMEX,stock,common,3581287.5999999996
FUL,H.B. Fuller Company,53.82,-2.0564149226569657,423714,2894838486.024022,Process Industries,Industrial Specialties,NYSE,stock,common,3473589000
SHAK,"Shake Shack, Inc. Class A",67.62,-1.843518652924947,1015564,2894064210.3126726,Consumer Services,Restaurants,NYSE,stock,common,1445306000
APPN,Appian Corporation Class A,40.39,-5.960419091967409,760456,2893066915.68894,Technology Services,Packaged Software,NASDAQ,stock,common,726937000
HAYW,"Hayward Holdings, Inc.",13.61,-3.1316725978647777,2765158,2886947565.169395,Consumer Durables,Recreational Products,NYSE,stock,common,1122155000
TALO,"Talos Energy, Inc.",17.27,0.05793742757820399,2892013,2883493693.715527,Energy Minerals,Oil & Gas Production,NYSE,stock,common,1780070000
BANC,"Banc of California, Inc.",18.16,-2.470461868958114,2370044,2877049921.8002143,Finance,Regional Banks,NYSE,stock,common,1823257000
DNOW,DNOW Inc.,15.88,-0.9357454772301956,1859275,2870880035.5333743,Distribution Services,Wholesale Distributors,NYSE,stock,common,2820000000
PPLI,People Incorporated,38.53,0.6530825496342737,924270,2869075899.1186,Technology Services,Internet Software/Services,NASDAQ,stock,common,2393189000
INFQ,"Infleqtion, Inc.",12.69,-2.9074215761285447,5716687,2859780775.6549344,Electronic Technology,Computer Processing Hardware,NYSE,stock,common,0
KD,Kyndryl Holdings Incorporation,13.12,-2.453531598513012,3153523,2857775633.6297398,Technology Services,Data Processing Services,NYSE,stock,common,15092000000
NVTS,Navitas Semiconductor Corporation,10.94,-5.608283002588442,9857058,2856362657.796376,Electronic Technology,Semiconductors,NASDAQ,stock,common,45916000
AVPT,"AvePoint, Inc. Class A",13.5,-3.0172413793103443,1547168,2856133110.452586,Technology Services,Packaged Software,NASDAQ,stock,common,419497000
WDFC,WD-40 Company,212.65,-0.7004436142890498,89491,2853995950.801307,Process Industries,Industrial Specialties,NASDAQ,stock,common,619985000
TMDX,"TransMedics Group, Inc.",82.24,-3.098857075527288,883877,2851683950.8179564,Health Technology,Medical Specialties,NASDAQ,stock,common,605494000
MAN,ManpowerGroup Inc.,61.19,-2.7958697378872204,962539,2845675829.7580614,Commercial Services,Personnel Services,NYSE,stock,common,17957100000
EXTR,"Extreme Networks, Inc.",21.78,-3.156958648288116,1334143,2842086581.1916413,Electronic Technology,Computer Peripherals,NASDAQ,stock,common,1283593000
BKD,Brookdale Senior Living Inc.,11.9,0.9329940627650654,6897138,2841925211.916879,Health Services,Hospital/Nursing Management,NYSE,stock,common,3194066000
DXPE,"DXP Enterprises, Inc.",183.1,-2.4663079955254865,79500,2841189737.3147607,Distribution Services,Wholesale Distributors,NASDAQ,stock,common,2016365000
CLSK,"Cleanspark, Inc.",11.06,-4.819277108433724,11947270,2840396850.9277115,Technology Services,Data Processing Services,NASDAQ,stock,common,766314000
SPNT,SiriusPoint Ltd,24.41,0.9094667217858572,427612,2835588107.119884,Finance,Property/Casualty Insurance,NYSE,stock,common,3205100000
CXT,"Crane NXT, Co.",49.16,0.5316973415132884,524432,2829713891.025767,Producer Manufacturing,Industrial Machinery,NYSE,stock,common,1656700000
IHS,IHS Holding Ltd.,8.4,-0.11890606420927215,2941380,2828036264.1617126,Industrial Services,Engineering & Construction,NYSE,stock,common,1582000000.00073
HOG,"Harley-Davidson, Inc.",27.15,-1.630434782608706,1664857,2825568678.9619565,Consumer Durables,Motor Vehicles,NYSE,stock,common,4473175000
ALHC,"Alignment Healthcare, Inc.",13.59,1.4179104477611904,4123818,2819043610.4082084,Health Services,Managed Health Care,NASDAQ,stock,common,3948719000
BTDR,Bitdeer Technologies Group Class A,10.35,-4.6082949308755765,9615376,2812946347.1198153,Technology Services,Data Processing Services,NASDAQ,stock,common,620253000.0000881
NOG,"Northern Oil and Gas, Inc.",26.36,1.3456362937331714,2107972,2808634977.311803,Energy Minerals,Oil & Gas Production,NYSE,stock,common,2095059000.0000002
AKR,Acadia Realty Trust,20.45,-0.09770395701025683,2470242,2808453986.734245,Finance,Real Estate Investment Trusts,NYSE,stock,common,410757000
IMAX,IMAX Corporation,51.13,-0.13671875000000056,707784,2804077304.9978514,Consumer Durables,Electronics/Appliances,NYSE,stock,common,410212000.000437
KWR,Quaker Houghton,162.2,-2.171290711700858,194821,2791089109.2436666,Process Industries,Chemicals: Specialty,NYSE,stock,common,1888634000
POWI,"Power Integrations, Inc.",49.78,-3.1140521603736886,2531830,2781372864.311405,Electronic Technology,Semiconductors,NASDAQ,stock,common,443504000
AEO,"American Eagle Outfitters, Inc.",16.58,-0.3006614552014475,4928177,2778365732.7372217,Retail Trade,Apparel/Footwear Retail,NYSE,stock,common,5547236000
WOR,"Worthington Enterprises, Inc.",56.74,-1.2186629526462323,268481,2776105686.662605,Producer Manufacturing,Industrial Machinery,NYSE,stock,common,1381292000
FBK,FB Financial Corporation,55.51,-2.5456460674157353,367601,2774286394.1086726,Finance,Major Banks,NYSE,stock,common,865551000
CALY,Callaway Golf Company,15.53,-1.1457670273711107,1346906,2772268278.5251427,Consumer Durables,Recreational Products,NYSE,stock,common,2060100000
NTCT,"NetScout Systems, Inc.",38,-2.1375225341230966,902030,2762878044.913727,Technology Services,Packaged Software,NASDAQ,stock,common,859482000
DAC,Danaos Corporation,151.09,-0.25745973065750355,102228,2750376648.6170454,Transportation,Marine Shipping,NYSE,stock,common,1042456000.0114
BKV,BKV Corporation,25.12,3.973509933774838,667578,2749078223.2649007,Energy Minerals,Integrated Oil,NYSE,stock,common,1150720000
RH,RH,144.48,-3.1310760978880428,528401,2730811824.4795175,Retail Trade,Specialty Stores,NYSE,stock,common,3439536000
ALRM,"Alarm.com Holdings, Inc.",55.61,-3.3877692842251608,421272,2729907489.5397844,Technology Services,Packaged Software,NASDAQ,stock,common,1011187000
FCPT,"Four Corners Property Trust, Inc.",24.84,-0.16077170418006087,1636339,2726349099.8006434,Finance,Real Estate Investment Trusts,NYSE,stock,common,294132000
RGC,Regencell Bioscience Holdings Ltd.,5.5,-0.1814882032667838,102089,2725107779.582577,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,0
ATAI,AtaiBeckley Inc.,7.34,0,5952491,2722146620.9999995,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,4089000.0000447105
NMRK,"Newmark Group, Inc. Class A",15.02,-1.378857518056473,1688391,2722045980.144451,Finance,Real Estate Development,NASDAQ,stock,common,3320692000
SLDE,"Slide Insurance Holdings, Inc.",23.29,0.1720430107526845,1155722,2720545000.8722577,Technology Services,Packaged Software,NASDAQ,stock,common,1155901000
ABM,ABM Industries Incorporated,46.41,-0.4717992708556851,357052,2718740614.046107,Commercial Services,Miscellaneous Commercial Services,NYSE,stock,common,8745900000
MGRC,McGrath RentCorp,110.84,-1.4229811454998171,152530,2707340545.356457,Finance,Finance/Rental/Leasing,NASDAQ,stock,common,944235000
NRIX,"Nurix Therapeutics, Inc.",26.04,1.0085337470907603,1597356,2702474947.8060513,Health Technology,Biotechnology,NASDAQ,stock,common,83980000
UNFI,"United Natural Foods, Inc.",44.64,1.7783857729138195,576148,2701574543.5403557,Distribution Services,Food Distributors,NYSE,stock,common,31784000000
TTAM,Titan America SA,14.65,-1.809651474530828,232283,2700910236.1662197,Non-Energy Minerals,Construction Materials,NYSE,stock,common,1664188000.0182
GRND,Grindr Inc.,15.53,0.3229974160206649,982290,2699434112.626615,Technology Services,Internet Software/Services,NYSE,stock,common,439898000.002195
DGII,Digi International Inc.,71.13,-5.084067253803045,443293,2699249871.654924,Electronic Technology,Telecommunications Equipment,NASDAQ,stock,common,430221000
GCMG,"GCM Grosvenor, Inc. Class A",13.3,-3.553299492385776,353971,2697134939.64467,Finance,Investment Managers,NASDAQ,stock,common,550076000
UE,Urban Edge Properties,21.38,1.039697542533076,1103073,2694307345.379962,Finance,Real Estate Investment Trusts,NYSE,stock,common,471935000
VC,Visteon Corporation,100.76,-1.0410528383421607,522208,2689831402.5075626,Producer Manufacturing,Auto Parts: OEM,NASDAQ,stock,common,3768000000
ADEA,Adeia Inc.,24.37,-3.408640507332538,812313,2687527240.528339,Technology Services,Packaged Software,NASDAQ,stock,common,443386000
AXGN,"Axogen, Inc.",49.88,-1.7336485421591714,596565,2681624167.343578,Health Technology,Medical Specialties,NASDAQ,stock,common,225208000
HTO,H2O America,63.8,0.6785545210667504,375963,2670464043.3706803,Utilities,Water Utilities,NASDAQ,stock,common,800590000
KALU,Kaiser Aluminum Corporation,163.31,2.8530041566947983,289849,2669970273.3930593,Non-Energy Minerals,Aluminum,NASDAQ,stock,common,3373000000
SLS,"SELLAS Life Sciences Group, Inc.",13.22,-0.8995502248875504,5903502,2669722306.614693,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,0
UPST,"Upstart Holdings, Inc.",27.39,-4.497907949790792,5286765,2665404449.050209,Finance,Finance/Rental/Leasing,NASDAQ,stock,common,1043857000
TDC,Teradata Corporation,28.65,-1.2068965517241428,1471191,2664450000,Technology Services,Packaged Software,NYSE,stock,common,1663000000
WLY,"John Wiley & Sons, Inc. Class A",52.39,0,531507,2659723318,Consumer Services,Publishing: Books/Magazines,NYSE,stock,common,1676528000
ASO,"Academy Sports and Outdoors, Inc.",42.81,-0.349162011173181,1633292,2655006430.462291,Retail Trade,Specialty Stores,NASDAQ,stock,common,6053414000
BCC,Boise Cascade Co.,75.84,-2.7816946545314725,383888,2646160040.872709,Distribution Services,Wholesale Distributors,NYSE,stock,common,6404595000
PRVA,"Privia Health Group, Inc.",20.64,0.7320644216691173,1068790,2636433848.7144947,Finance,Life/Health Insurance,NASDAQ,stock,common,2122842000
SVM,Silvercorp Metals Inc.,11.9,-4.34083601286173,3186640,2632355067.3824725,Non-Energy Minerals,Precious Metals,AMEX,stock,common,435338189.8732594
ACHC,"Acadia Healthcare Company, Inc.",28.25,2.503628447024678,1451036,2630082665.221335,Health Services,Medical/Nursing Services,NASDAQ,stock,common,3312769000
TBBK,Bancorp Inc,64.35,-1.0000000000000087,284213,2624631095.79,Finance,Regional Banks,NASDAQ,stock,common,879702000
TRMK,Trustmark Corporation,45.18,-1.6114982578397254,239285,2623628678.8562717,Finance,Regional Banks,NASDAQ,stock,common,1128593000
WAFD,"WaFd, Inc.",35.38,-1.0626398210290702,431030,2617951172.299217,Finance,Major Banks,NASDAQ,stock,common,1410513000
NBTB,NBT Bancorp Inc.,50.31,-2.158693115519252,245235,2614110723.094516,Finance,Major Banks,NASDAQ,stock,common,906302000
PATK,"Patrick Industries, Inc.",81.3,-0.5139500734214412,417547,2611214841.23348,Consumer Durables,Home Furnishings,NASDAQ,stock,common,3950773000
VRDN,"Viridian Therapeutics, Inc.",23.03,-0.561312607944728,998383,2609120888.406304,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,70849000
ECO,Okeanis Eco Tankers Corp.,67.96,1.8279892118669447,444138,2606181816.7647586,Transportation,Marine Shipping,NYSE,stock,common,391548819.004282
HWKN,"Hawkins, Inc.",124.58,3.5836035586596844,227789,2600621921.9451237,Process Industries,Chemicals: Specialty,NASDAQ,stock,common,1083696000
LIME,"Neutron Holdings, Inc.",39.99,-0.9658246656760787,252590,2598717758.1,Consumer Durables,Motor Vehicles,NASDAQ,stock,common,886719000
STDN,"Standard Nuclear, Inc. Class A",16.56,2.7932960893854704,2707660,2592480386.88,Process Industries,Chemicals: Specialty,NYSE,stock,common,3140065
WTTR,"Select Water Solutions, Inc. Class A",20.07,2.9230769230769242,1657414,2587883729.2246156,Energy Minerals,Oil & Gas Production,NYSE,stock,common,1407344000
AAP,"Advance Auto Parts, Inc.",42.76,1.375059269796108,2070925,2582704084.141299,Retail Trade,Specialty Stores,NYSE,stock,common,8601000000
CUBI,"Customers Bancorp, Inc.",76.42,-2.2512151445382513,248343,2581758161.195446,Finance,Regional Banks,NYSE,stock,common,1477094000
ETOR,eToro Group Ltd. Class A,31.81,-0.5315822388993174,913382,2576932138.417761,Technology Services,Packaged Software,NASDAQ,stock,common,925726000.0020479
FBNC,First Bancorp,62.28,-1.8130222292290692,185793,2576786546.6902103,Finance,Regional Banks,NASDAQ,stock,common,549039000
CHRN,ChronoScale Holdings Corporation,17.66,-2.860286028602858,153917,2571957431.112211,Technology Services,Packaged Software,NASDAQ,stock,common,71604000
VECO,Veeco Instruments Inc.,42.05,-5.07900677200903,519772,2570501422.7494354,Electronic Technology,Electronic Production Equipment,NASDAQ,stock,common,664294000
NN,NextNav Inc.,15.22,-4.095778197857585,2320215,2569286750.8872085,Technology Services,Packaged Software,NASDAQ,stock,common,4573000
FRME,First Merchants Corporation,40.91,-1.3503737641668732,326759,2569206254.577285,Finance,Major Banks,NASDAQ,stock,common,1050201000
RDW,Redwire Corp,10.26,-4.112149532710276,8122903,2564924181.476636,Electronic Technology,Aerospace & Defense,NYSE,stock,common,335381000
SKWD,"Skyward Specialty Insurance Group, Inc.",57.42,0.01741856819370339,406457,2549246563.9188294,Finance,Multi-Line Insurance,NASDAQ,stock,common,1419224000
EEFT,"Euronet Worldwide, Inc.",68.14,-1.9709394331750891,625955,2548681039.321536,Commercial Services,Miscellaneous Commercial Services,NASDAQ,stock,common,4244200000
DCO,Ducommun Incorporated,168.75,-1.5575778788939376,185649,2548087701.1506824,Electronic Technology,Aerospace & Defense,NYSE,stock,common,824839000
BBT,Beacon Financial Corporation,30.39,-2.1256038647343,969546,2547170785.713043,Finance,Regional Banks,NYSE,stock,common,881259000
RARE,"Ultragenyx Pharmaceutical, Inc.",25.81,2.3800079333597695,1871322,2544578766.744942,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,673000000
FIVN,"Five9, Inc.",34.03,-1.533564814814818,1672413,2542841950.600405,Technology Services,Packaged Software,NASDAQ,stock,common,1149088000
SUPN,"Supernus Pharmaceuticals, Inc.",43.74,-1.0631078941415943,757780,2542475379.7050443,Health Technology,Pharmaceuticals: Major,NASDAQ,stock,common,718952000
LCLN,"Lincoln International, Inc. Class A",24.85,-1.545166402535646,491457,2539460327.6327257,Finance,Investment Banks/Brokers,NYSE,stock,common,783807000
NEOG,Neogen Corp,11.64,0.6920415224913501,2019159,2538753964.8581314,Health Technology,Medical Specialties,NASDAQ,stock,common,870400000
IVT,InvenTrust Properties Corp,32.53,0.6809037449705938,645685,2536638490.701021,Finance,Real Estate Investment Trusts,NYSE,stock,common,300206000
PAGS,PagSeguro Digital Ltd. Class A,9.14,1.3303769401330487,3861780,2536503445.6031046,Commercial Services,Miscellaneous Commercial Services,NYSE,stock,common,3533949100.00439
RUSHA,"Rush Enterprises, Inc. Class A",48.75,-4.822384045011888,728447,2535579957.48731,Retail Trade,Specialty Stores,NASDAQ,stock,common,7434195000
FIGS,"FIGS, Inc. Class A",15.26,-0.521512385919166,1757698,2535300070.756193,Consumer Non-Durables,Apparel/Footwear,NYSE,stock,common,631098000
BCRX,"BioCryst Pharmaceuticals, Inc.",9.92,2.268041237113409,3357261,2534908246.2020626,Health Technology,Biotechnology,NASDAQ,stock,common,874837000
CDNA,"CareDx, Inc.",48.97,-2.2749950109758545,1247842,2533424902.723808,Health Technology,Medical Specialties,NASDAQ,stock,common,379805000
BHE,"Benchmark Electronics, Inc.",70.48,0.28457598178714116,488553,2531636856.5395565,Electronic Technology,Electronic Production Equipment,NYSE,stock,common,2659108000
NWL,Newell Brands Inc,5.94,-4.959999999999994,9245547,2529845963.8848,Producer Manufacturing,Industrial Machinery,NASDAQ,stock,common,7204000000
WGS,GeneDx Holdings Corp. Class A,84.81,0,341938,2529249569,Health Services,Medical/Nursing Services,NASDAQ,stock,common,427539000
NMM,Navios Maritime Partners LP,88.91,0.656628552020829,115748,2527232987.753651,Transportation,Marine Shipping,NYSE,stock,common,1344143000.0147
DJT,Trump Media & Technology Group Corp.,9.06,-7.267144319344925,3420216,2518148152.9621286,Commercial Services,Advertising/Marketing Services,NASDAQ,stock,common,3682600
HURN,Huron Consulting Group Inc.,157.46,-1.5197948589655255,215254,2505199979.3877044,Commercial Services,Miscellaneous Commercial Services,NASDAQ,stock,common,1699143000
EROC,"ERock, Inc. Class A",11.41,-3.305084745762717,1287654,2503354949.544068,Producer Manufacturing,Electrical Products,NYSE,stock,common,183145000
COTY,Coty Inc. Class A,2.84,-0.3508771929824642,5104589,2501149469.6701756,Consumer Non-Durables,Household/Personal Care,NYSE,stock,common,5806600000
AEHR,Aehr Test Systems,76.59,-3.3808502586098057,1952658,2498400088.2038608,Electronic Technology,Electronic Production Equipment,NASDAQ,stock,common,50001000
PBH,Prestige Consumer Healthcare Inc,52.64,1.660872923908844,592568,2493794840.967169,Health Technology,Pharmaceuticals: Major,NYSE,stock,common,1088705000
ATRC,"AtriCure, Inc.",48.92,1.178903826266805,717636,2488379066.1567736,Health Technology,Medical Specialties,NASDAQ,stock,common,534528000
EFXT,Enerflex Ltd.,20.36,-0.19607843137254485,1131335,2486014705.38712,Producer Manufacturing,Industrial Machinery,NYSE,stock,common,2616006727.099681
RNW,ReNew Energy Global plc Class A,6.8,0,2329595,2477938383,Utilities,Alternative Power Generation,NASDAQ,stock,common,1496141678.4700701
WHR,Whirlpool Corporation,37.94,-7.100881488736547,4594939,2473664447.2864833,Consumer Durables,Electronics/Appliances,NYSE,stock,common,15523000000
MH,"McGraw Hill, Inc.",12.92,-1.5993907083016057,401408,2471709813.096725,Commercial Services,Miscellaneous Commercial Services,NYSE,stock,common,2102781000
BUSE,First Busey Corporation,29.9,-0.6644518272425343,732033,2469050838.774086,Finance,Regional Banks,NASDAQ,stock,common,1038569999.9999999
VERA,"Vera Therapeutics, Inc. Class A",34.23,0.4401408450704184,4070014,2466728234.465669,Health Technology,Biotechnology,NASDAQ,stock,common,0
